txn_id,amount,ts,product_cd,is_fraud,chargeback,card_id,device_id,ip_id,customer_id
T3100301,91.89,7549955,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100302,121.12,7295004,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100303,164.8,7040053,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100304,107.13,6785102,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100305,122.04,6530151,W,0,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100306,230.0,22000000,W,-1,false,CARD-10052,DEV-20043,IP-40045,CUST-30051
T3100307,94.7,22325523,W,0,true,CARD-10053,DEV-20044,IP-40046,CUST-30052
T3100308,159.71,21823846,W,0,true,CARD-10053,DEV-20044,IP-40046,CUST-30052
T3100309,128.6,21322168,W,0,true,CARD-10053,DEV-20044,IP-40046,CUST-30052
T3100310,115.63,20820491,W,0,false,CARD-10053,DEV-20044,IP-40046,CUST-30052
T3100311,90.28,20318813,W,0,false,CARD-10053,DEV-20044,IP-40046,CUST-30052
T3100312,72.29,19817136,W,0,false,CARD-10053,DEV-20044,IP-40046,CUST-30052
T3100313,148.11,19315459,W,0,false,CARD-10053,DEV-20044,IP-40046,CUST-30052
T3100314,91.36,18813781,W,0,false,CARD-10053,DEV-20044,IP-40046,CUST-30052
T3100315,140.96,18312104,W,0,false,CARD-10053,DEV-20044,IP-40046,CUST-30052
T3100316,137.94,17810426,W,0,false,CARD-10053,DEV-20044,IP-40046,CUST-30052
T3100317,172.94,17308749,W,0,false,CARD-10053,DEV-20044,IP-40046,CUST-30052
T3100318,123.79,16807071,W,0,false,CARD-10053,DEV-20044,IP-40046,CUST-30052
T3100319,110.01,16305394,W,0,false,CARD-10053,DEV-20044,IP-40046,CUST-30052
T3100320,138.78,15803717,W,0,false,CARD-10053,DEV-20044,IP-40046,CUST-30052
T3100321,125.22,15302039,W,0,false,CARD-10053,DEV-20044,IP-40046,CUST-30052
T3100322,126.89,14800362,W,0,false,CARD-10053,DEV-20044,IP-40046,CUST-30052
T3100323,128.71,14298684,W,0,false,CARD-10053,DEV-20044,IP-40046,CUST-30052
T3100324,130.99,13797007,W,0,false,CARD-10053,DEV-20044,IP-40046,CUST-30052
T3100325,123.49,13295330,W,0,false,CARD-10053,DEV-20044,IP-40046,CUST-30052
T3100326,147.62,12793652,W,0,false,CARD-10053,DEV-20044,IP-40046,CUST-30052
T3100327,131.35,12291975,W,0,false,CARD-10053,DEV-20044,IP-40046,CUST-30052
T3100328,107.41,11790297,W,0,false,CARD-10053,DEV-20044,IP-40046,CUST-30052
T3100329,123.7,11288620,W,0,false,CARD-10053,DEV-20044,IP-40046,CUST-30052
T3100330,142.38,10786942,W,0,false,CARD-10053,DEV-20044,IP-40046,CUST-30052
T3100331,127.07,10285265,W,0,false,CARD-10053,DEV-20044,IP-40046,CUST-30052
T3100332,175.97,9783588,W,0,false,CARD-10053,DEV-20044,IP-40046,CUST-30052
T3100333,89.59,9281910,W,0,false,CARD-10053,DEV-20044,IP-40046,CUST-30052
T3100334,132.27,8780233,W,0,false,CARD-10053,DEV-20044,IP-40046,CUST-30052
T3100335,85.06,8278555,W,0,false,CARD-10053,DEV-20044,IP-40046,CUST-30052
T3100336,174.15,7776878,W,0,false,CARD-10053,DEV-20044,IP-40046,CUST-30052
T3100337,380.0,23000000,W,-1,false,CARD-10053,DEV-20044,IP-40046,CUST-30052
T3100338,161.97,23447883,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100339,181.43,23068566,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100340,79.96,22689249,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100341,165.72,22309932,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100342,217.92,21930615,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100343,142.67,21551298,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100344,212.84,21171981,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100345,105.43,20792664,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100346,184.33,20413347,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100347,198.83,20034030,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100348,197.23,19654713,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100349,237.03,19275396,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100350,167.71,18896079,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100351,156.36,18516761,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100352,178.71,18137444,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100353,121.5,17758127,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100354,127.58,17378810,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100355,192.13,16999493,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100356,220.22,16620176,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100357,225.26,16240859,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100358,204.11,15861542,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100359,175.49,15482225,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100360,162.13,15102908,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100361,133.58,14723591,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100362,188.07,14344274,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100363,133.06,13964957,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100364,191.5,13585640,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100365,131.88,13206322,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100366,169.03,12827005,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100367,213.8,12447688,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100368,98.03,12068371,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100369,229.31,11689054,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100370,154.14,11309737,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100371,221.33,10930420,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100372,177.0,10551103,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100373,209.16,10171786,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100374,192.97,9792469,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100375,160.18,9413152,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100376,114.05,9033835,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100377,160.5,8654518,W,0,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100378,25.0,23998800,H,-1,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100379,25.0,23998940,H,-1,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100380,25.0,23999080,H,-1,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100381,25.0,23999220,H,-1,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100382,25.0,23999360,H,-1,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100383,25.0,23999500,H,-1,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100384,25.0,23999640,H,-1,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100385,25.0,23999780,H,-1,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100386,25.0,24000000,H,-1,false,CARD-10054,DEV-20045,IP-40047,CUST-30053
T3100387,467.16,24998018,W,1,true,CARD-10055,DEV-20046,IP-40048,CUST-30054
T3100388,271.26,24996715,W,1,true,CARD-10056,DEV-20047,IP-40048,CUST-30055
T3100389,616.98,24997612,W,1,true,CARD-10057,DEV-20048,IP-40048,CUST-30056
T3100390,698.34,24997343,W,1,true,CARD-10058,DEV-20049,IP-40048,CUST-30057
T3100391,438.78,24996719,W,-1,false,CARD-10059,DEV-20050,IP-40048,CUST-30058
T3100392,207.19,24997577,W,-1,false,CARD-10060,DEV-20051,IP-40048,CUST-30059
T3100393,573.28,24999093,W,-1,false,CARD-10061,DEV-20052,IP-40048,CUST-30060
T3100394,699.27,24999596,W,-1,false,CARD-10062,DEV-20053,IP-40048,CUST-30061
T3100395,640.0,25000000,W,-1,false,CARD-10063,DEV-20054,IP-40048,CUST-30062
T3100396,890.0,26000000,W,-1,false,CARD-10064,DEV-20055,IP-40049,CUST-30063
T3100397,104.96,26395200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100398,107.81,25963200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100399,112.96,25531200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100400,98.4,25099200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100401,112.3,24667200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100402,71.34,24235200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100403,99.36,23803200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100404,107.97,23371200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100405,74.32,22939200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100406,107.15,22507200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100407,118.71,22075200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100408,81.99,21643200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100409,141.22,21211200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100410,57.44,20779200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100411,72.65,20347200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100412,97.25,19915200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100413,111.45,19483200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100414,123.3,19051200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100415,117.73,18619200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100416,74.75,18187200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100417,118.77,17755200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100418,119.11,17323200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100419,78.63,16891200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100420,90.49,16459200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100421,83.78,16027200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100422,12.03,15595200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100423,127.99,15163200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100424,46.34,14731200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100425,137.36,14299200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100426,64.66,13867200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100427,78.06,13435200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100428,93.82,13003200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100429,72.35,12571200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100430,94.53,12139200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100431,112.09,11707200,W,0,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100432,60.0,26997600,W,-1,false,CARD-10065,DEV-20056,IP-40050,CUST-30064
T3100433,1250.0,27000000,W,-1,false,CARD-10065,DEV-20057,IP-40051,CUST-30064
T3100434,322.06,27993456,W,-1,false,CARD-10066,DEV-20058,IP-40052,CUST-30065
T3100435,246.11,27998945,W,-1,false,CARD-10067,DEV-20058,IP-40052,CUST-30066
T3100436,150.35,27996694,W,-1,false,CARD-10068,DEV-20058,IP-40052,CUST-30067
T3100437,312.12,27998829,W,-1,false,CARD-10069,DEV-20058,IP-40052,CUST-30068
T3100438,520.0,28000000,W,-1,false,CARD-10070,DEV-20058,IP-40052,CUST-30069
T3100439,100.45,28489114,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100440,106.65,28151027,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100441,39.13,27812940,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100442,128.9,27474853,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100443,79.8,27136766,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100444,80.56,26798679,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100445,81.07,26460592,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100446,98.46,26122505,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100447,89.84,25784418,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100448,68.33,25446331,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100449,139.69,25108244,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100450,129.84,24770157,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100451,100.54,24432070,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100452,59.87,24093983,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100453,100.56,23755896,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100454,152.12,23417809,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100455,84.72,23079722,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100456,116.41,22741635,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100457,103.11,22403548,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100458,81.49,22065461,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100459,107.36,21727374,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100460,95.98,21389287,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100461,93.85,21051200,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100462,135.02,20713114,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100463,83.81,20375027,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100464,120.59,20036940,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100465,166.12,19698853,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100466,114.35,19360766,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100467,115.92,19022679,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100468,52.27,18684592,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100469,114.85,18346505,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100470,129.67,18008418,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100471,88.32,17670331,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100472,103.19,17332244,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100473,108.43,16994157,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100474,129.09,16656070,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100475,108.73,16317983,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100476,103.7,15979896,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100477,93.14,15641809,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100478,59.11,15303722,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100479,134.34,14965635,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100480,61.24,14627548,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100481,112.45,14289461,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100482,112.09,13951374,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100483,130.32,13613287,W,0,false,CARD-10071,DEV-20059,IP-40053,CUST-30070
T3100484,500.0,29000000,W,-1,false,CARD-10071,DEV-20060,IP-40054,CUST-30070
T3100485,109.86,29447883,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100486,41.08,29068566,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100487,41.46,28689249,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100488,70.01,28309932,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100489,68.09,27930615,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100490,61.48,27551298,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100491,45.34,27171981,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100492,56.38,26792664,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100493,35.53,26413347,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100494,80.46,26034030,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100495,79.39,25654713,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100496,50.48,25275396,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100497,73.72,24896079,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100498,37.99,24516761,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100499,88.05,24137444,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100500,38.34,23758127,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100501,48.62,23378810,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100502,74.99,22999493,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100503,74.57,22620176,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100504,45.17,22240859,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100505,70.56,21861542,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100506,87.81,21482225,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100507,89.71,21102908,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100508,64.1,20723591,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100509,85.78,20344274,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100510,84.55,19964957,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100511,71.03,19585640,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100512,94.89,19206322,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100513,61.32,18827005,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100514,70.26,18447688,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100515,57.42,18068371,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100516,66.68,17689054,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100517,75.53,17309737,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100518,75.56,16930420,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100519,110.27,16551103,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100520,59.21,16171786,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100521,94.01,15792469,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100522,75.65,15413152,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100523,86.71,15033835,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100524,81.42,14654518,W,0,false,CARD-10072,DEV-20061,IP-40055,CUST-30071
T3100525,95.0,30000000,W,-1,false,CARD-10072,DEV-20061,IP-40056,CUST-30071
T3100526,1320.0,31000000,W,-1,false,CARD-10073,DEV-20034,IP-40034,CUST-30072
T3100527,156.06,31229047,W,0,true,CARD-10074,DEV-20062,IP-40057,CUST-30073
T3100528,165.53,30630893,W,0,true,CARD-10074,DEV-20062,IP-40057,CUST-30073
T3100529,138.08,30032739,W,0,false,CARD-10074,DEV-20062,IP-40057,CUST-30073
T3100530,178.81,29434585,W,0,false,CARD-10074,DEV-20062,IP-40057,CUST-30073
T3100531,159.09,28836431,W,0,false,CARD-10074,DEV-20062,IP-40057,CUST-30073
T3100532,48.12,28238277,W,0,false,CARD-10074,DEV-20062,IP-40057,CUST-30073
T3100533,180.67,27640124,W,0,false,CARD-10074,DEV-20062,IP-40057,CUST-30073
T3100534,151.84,27041970,W,0,false,CARD-10074,DEV-20062,IP-40057,CUST-30073
T3100535,75.36,26443816,W,0,false,CARD-10074,DEV-20062,IP-40057,CUST-30073
T3100536,160.52,25845662,W,0,false,CARD-10074,DEV-20062,IP-40057,CUST-30073
T3100537,114.08,25247508,W,0,false,CARD-10074,DEV-20062,IP-40057,CUST-30073
T3100538,111.8,24649354,W,0,false,CARD-10074,DEV-20062,IP-40057,CUST-30073
T3100539,124.3,24051200,W,0,false,CARD-10074,DEV-20062,IP-40057,CUST-30073
T3100540,136.17,23453047,W,0,false,CARD-10074,DEV-20062,IP-40057,CUST-30073
T3100541,144.99,22854893,W,0,false,CARD-10074,DEV-20062,IP-40057,CUST-30073
T3100542,108.35,22256739,W,0,false,CARD-10074,DEV-20062,IP-40057,CUST-30073
T3100543,246.0,21658585,W,0,false,CARD-10074,DEV-20062,IP-40057,CUST-30073
T3100544,198.53,21060431,W,0,false,CARD-10074,DEV-20062,IP-40057,CUST-30073
T3100545,131.4,20462277,W,0,false,CARD-10074,DEV-20062,IP-40057,CUST-30073
T3100546,128.25,19864124,W,0,false,CARD-10074,DEV-20062,IP-40057,CUST-30073
T3100547,205.02,19265970,W,0,false,CARD-10074,DEV-20062,IP-40057,CUST-30073
T3100548,211.38,18667816,W,0,false,CARD-10074,DEV-20062,IP-40057,CUST-30073
T3100549,179.87,18069662,W,0,false,CARD-10074,DEV-20062,IP-40057,CUST-30073
T3100550,177.21,17471508,W,0,false,CARD-10074,DEV-20062,IP-40057,CUST-30073
T3100551,140.94,16873354,W,0,false,CARD-10074,DEV-20062,IP-40057,CUST-30073
T3100552,520.0,32000000,W,-1,false,CARD-10074,DEV-20062,IP-40057,CUST-30073
T3100553,63.31,4117715,W,0,false,CARD-10075,DEV-20063,IP-40058,CUST-30074
T3100554,44.57,2883429,W,0,false,CARD-10075,DEV-20063,IP-40058,CUST-30074
T3100555,73.46,1649143,W,0,false,CARD-10075,DEV-20063,IP-40058,CUST-30074
T3100556,55.12,414858,W,0,false,CARD-10075,DEV-20063,IP-40058,CUST-30074
T3100557,69.07,-819428,W,0,false,CARD-10075,DEV-20063,IP-40058,CUST-30074
T3100558,58.78,-2053714,W,0,false,CARD-10075,DEV-20063,IP-40058,CUST-30074
T3100559,41.49,-3288000,W,0,false,CARD-10075,DEV-20063,IP-40058,CUST-30074
T3100560,65.17,-4522285,W,0,false,CARD-10075,DEV-20063,IP-40058,CUST-30074
T3100561,76.11,-5756571,W,0,false,CARD-10075,DEV-20063,IP-40058,CUST-30074
T3100562,98.58,-6990857,W,0,false,CARD-10075,DEV-20063,IP-40058,CUST-30074
T3100563,90.89,-8225142,W,0,false,CARD-10075,DEV-20063,IP-40058,CUST-30074
T3100564,88.02,-9459428,W,0,false,CARD-10075,DEV-20063,IP-40058,CUST-30074
T3100565,77.91,-10693714,W,0,false,CARD-10075,DEV-20063,IP-40058,CUST-30074
T3100566,40.76,-11928000,W,0,false,CARD-10075,DEV-20063,IP-40058,CUST-30074
T3100567,65.4,-13162285,W,0,false,CARD-10075,DEV-20063,IP-40058,CUST-30074
T3100568,61.37,-14396571,W,0,false,CARD-10075,DEV-20063,IP-40058,CUST-30074
T3100569,52.62,-15630857,W,0,false,CARD-10075,DEV-20063,IP-40058,CUST-30074
T3100570,85.27,-16865142,W,0,false,CARD-10075,DEV-20063,IP-40058,CUST-30074
T3100571,106.18,-18099428,W,0,false,CARD-10075,DEV-20063,IP-40058,CUST-30074
T3100572,43.39,-19333714,W,0,false,CARD-10075,DEV-20063,IP-40058,CUST-30074
T3100573,300.0,33000000,W,-1,false,CARD-10075,DEV-20064,IP-40059,CUST-30074
T3100574,438.68,33635200,W,0,false,CARD-10076,DEV-20065,IP-40060,CUST-30075
T3100575,568.98,33443200,W,0,false,CARD-10076,DEV-20065,IP-40060,CUST-30075
T3100576,124.25,33251200,W,0,false,CARD-10076,DEV-20065,IP-40060,CUST-30075
T3100577,496.24,33059200,W,0,false,CARD-10076,DEV-20065,IP-40060,CUST-30075
T3100578,471.89,32867200,W,0,false,CARD-10076,DEV-20065,IP-40060,CUST-30075
T3100579,396.53,32675200,W,0,false,CARD-10076,DEV-20065,IP-40060,CUST-30075
T3100580,421.65,32483200,W,0,false,CARD-10076,DEV-20065,IP-40060,CUST-30075
T3100581,319.28,32291200,W,0,false,CARD-10076,DEV-20065,IP-40060,CUST-30075
T3100582,341.37,32099200,W,0,false,CARD-10076,DEV-20065,IP-40060,CUST-30075
T3100583,457.63,31907200,W,0,false,CARD-10076,DEV-20065,IP-40060,CUST-30075
T3100584,407.21,31715200,W,0,false,CARD-10076,DEV-20065,IP-40060,CUST-30075
T3100585,446.34,31523200,W,0,false,CARD-10076,DEV-20065,IP-40060,CUST-30075
T3100586,341.17,31331200,W,0,false,CARD-10076,DEV-20065,IP-40060,CUST-30075
T3100587,316.0,31139200,W,0,false,CARD-10076,DEV-20065,IP-40060,CUST-30075
T3100588,443.18,30947200,W,0,false,CARD-10076,DEV-20065,IP-40060,CUST-30075
T3100589,499.48,30755200,W,0,false,CARD-10076,DEV-20065,IP-40060,CUST-30075
T3100590,453.23,30563200,W,0,false,CARD-10076,DEV-20065,IP-40060,CUST-30075
T3100591,264.5,30371200,W,0,false,CARD-10076,DEV-20065,IP-40060,CUST-30075
T3100592,212.47,30179200,W,0,false,CARD-10076,DEV-20065,IP-40060,CUST-30075
T3100593,431.13,29987200,W,0,false,CARD-10076,DEV-20065,IP-40060,CUST-30075
T3100594,264.21,29795200,W,0,false,CARD-10076,DEV-20065,IP-40060,CUST-30075
T3100595,404.99,29603200,W,0,false,CARD-10076,DEV-20065,IP-40060,CUST-30075
T3100596,445.12,29411200,W,0,false,CARD-10076,DEV-20065,IP-40060,CUST-30075
T3100597,513.85,29219200,W,0,false,CARD-10076,DEV-20065,IP-40060,CUST-30075
T3100598,305.62,29027200,W,0,false,CARD-10076,DEV-20065,IP-40060,CUST-30075
T3100599,469.54,28835200,W,0,false,CARD-10076,DEV-20065,IP-40060,CUST-30075
T3100600,207.83,28643200,W,0,false,CARD-10076,DEV-20065,IP-40060,CUST-30075
T3100601,479.76,28451200,W,0,false,CARD-10076,DEV-20065,IP-40060,CUST-30075
T3100602,466.6,28259200,W,0,false,CARD-10076,DEV-20065,IP-40060,CUST-30075
